"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
626155,191301,UNION GENERAL HOSPITAL  INC.,901 JAMES AVE,FARMERVILLE,LA,71241-,UNION,33740,U,CAH,1,2,07/01/2015,06/30/2016,105.55,,,1277,23,1801,20,7360,,167,5,256,20,,553,23,895,20,7360,,167,5,256,44865,1575611,1049686,1049686,5056184,8289851,359332,12028103,4308032,14104350,18412382,,,,,,,4715396,,,2954848,-1906183,198474,302905,,6950583,146797,173144,6661709,,,5084327,,2190946,4231493,149263,150041,299304,11481380,602960,697622,19726,25089,,70152,1571246,,48882,,,48882,1620128,9861252,9861252,11481380,,,,,,,,,4464155,16119708,20583863,8685669,11898194,13346035,-1447841,747417,-700424,,-700424,0.653262,2197359,4325879,,
626157,250117,HIGHLAND COMMUNITY HOSPITAL,130 HIGHLAND PARKWAY,PICAYUNE,MS,39466,PEARL RIVER,99925,R,STH,1,9,10/01/2014,09/30/2015,263.47,,,2234,1846,5915,50,18250,,633,481,1745,60,,1791,1131,4649,44,16060,,633,481,1745,631887,11385949,4372918,4372918,15454257,31719793,4184482,35266660,39068041,68365448,107433489,1885431,,15454257,353791,,,1070162,,,22377838,-17786482,397377,88718,-104167,6833349,2570255,,22675793,6588011,17141384,17272781,,,49799865,1086787,4762,1091549,57724763,1875178,722586,100174,,,63635049,66332987,,49330033,,,49330033,115663020,-57938257,-57938257,57724763,,,3815855,130961,114476,0.12,,,36556127,76041552,112597679,64896290,47701389,58883668,-11182279,1750102,-9432177,,-9432177,0.328265,5535187,23179811,112083,269485
626160,330074,FF THOMPSON HOSPITAL,350 PARRISH ST.,CANANDAIGUA,NY,14424,ONTARIO,40380,U,STH,1,2,01/01/2015,12/31/2015,905.04,,,6989,1235,23206,113,41245,,1350,69,5144,291,,6280,1179,19519,106,38690,,1350,69,5144,981469,3792262,2464111,2464111,61093222,68762878,7147255,115519042,112668401,182276413,294944814,13478923,,61093222,528024,,,26577929,,,9479829,-2017543,1739765,3468495,1625487,41211165,58076,3692932,77714299,1523017,7369494,51859458,,,63437099,959820,16467473,17427293,122075557,4907855,5565429,,1419261,,6071908,17964453,36378299,,,22947609,59325908,77290361,44785196,44785196,122075557,,6941535,1852143,189649,,,,,114690355,192630353,307320708,179222088,128098620,129856100,-1757480,3673632,1916152,-426886,2343038,0.391663,20594150,52275638,1015053,972991
626161,330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,1 NORTON AVE,ONEONTA,NY,13820,OTSEGO,99933,R,STH,1,2,01/01/2015,12/31/2015,528.4,,,6536,752,12129,60,21900,,1225,106,2432,191,,6536,661,11667,60,21900,,1225,106,2432,34724,2246075,1247459,2703942,33186686,46288899,5354658,68307953,40141691,79556080,119697771,8194806,,33289453,1193293,,,1768346,94540,,10593822,-2156000,1567775,894929,,16842848,1966980,2451350,53177766,,,75671147,,14307584,33451076,2441370,4878645,7320015,57613939,11355936,3501835,,1148302,224171,3283738,19513982,,13735715,2628376,,16364091,35878073,17146456,21735866,57613939,,5210564,1675548,68274,154421,0.0897,,,40386820,96809480,137196300,71671288,65525012,79475585,-13950573,7900002,-6050571,339867,-6390438,0.57067,14046510,30222392,,
626162,330175,CORTLAND REGIONAL MEDICAL CENTER,134 HOMER AVENUE,CORTLAND,NY,13045,CORTLAND,99933,R,STH,1,2,01/01/2015,12/31/2015,656.3,,,7525,484,15984,103,37595,,1399,118,3059,194,,5025,296,9619,91,33215,,1399,118,3059,218712,10296903,4948081,10857264,37908080,47441248,5639565,73982210,68185629,91655411,159841040,9682228,,37908080,1062883,,,991087,8346430,,15741776,-3658847,673727,1224419,,24265801,3127008,3353110,75214883,87821,21715403,30319730,4608552,2391679,43763801,1406841,14468500,15875341,83904943,3292388,5973895,,,,1475249,14204800,1009405,,,35836115,36845520,51050320,27768863,32854623,83904943,,6497029,1877625,100919,239096,0.1142,,,69716334,95139166,164855500,87697511,77157989,84671581,-7513592,3472879,-4040713,1337829,-5378542,0.462849,11066697,38602886,94163,508803
626166,450587,BROWNWOOD REGIONAL MEDICAL CENTER,1501 BURNET DRIVE,BROWNWOOD,TX,76804-,BROWNWOOD,99945,R,STH,1,4,10/01/2014,09/30/2015,494.41,,,6157,466,13472,83,30295,,1371,660,3234,112,,5548,296,10923,71,25915,,1371,660,3234,89891,14508264,2678892,2906350,32940546,65612441,2404308,57265242,133645504,199144728,332790232,6415560,758449,33029267,1129424,,,-177289,,,25205389,-6948770,2812252,558834,63100,21513516,1497490,1091437,50096469,2581051,2844471,12009840,4771055,,50239072,,4873370,4873370,76625958,1548763,3071146,-408,,,610252,14349996,,,,2886,2886,14352882,62273076,62273076,76625958,,,9108232,124656,273247,0.12,,,133635158,231295865,364931023,257660411,107270612,98552987,8717625,599794,9317419,2,9317417,0.172076,4653501,35320014,46870,608023
626169,021305,WRANGELL MEDICAL CENTER,310 BENNETT STREET,WRANGELL,AK,99929-,WRANGELL,99902,R,CAH,1,12,07/01/2015,06/30/2016,57.12,,,646,32,869,8,2928,,44,13,84,22,,167,32,291,8,2928,,44,13,84,86605,200202,267538,267538,4155520,6838557,280946,10337800,5909580,5529201,11438781,,,,,,,495351,,,4647960,-1433870,159029,35481,,3903951,,,1812363,,,,,,1812363,,,,5716314,616253,442348,,,,,1058601,,,,,,1058601,4657713,4657713,5716314,,,,,,,,,5859843,5935444,11795287,807135,10988152,11211557,-223405,318290,94885,186444,-91559,0.90375,837465,863533,,
626177,051331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2050 VIBORG ROAD,SOLVANG,CA,93463-,SANTA BARBARA,42200,R,CAH,1,2,01/01/2015,12/31/2015,66.74,,,560,4,783,11,4015,,170,1,243,11,,560,4,783,11,4015,,170,1,243,80671,1253268,543809,1391203,6874163,8631155,1398463,14401026,6428594,32489514,38918108,,,,,,,1642696,1478812,,3277983,,105584,96433,96406,7419888,22582,897525,14287831,,,7719883,,,13309068,11975559,380675,12356234,33085190,714492,1056596,,,,978405,2749493,,,,3712746,3712746,6462239,26622951,26622951,33085190,,,,,,,,,6428594,32489514,38918108,20072959,18845149,15519444,3325705,724797,4050502,934641,3115861,0.370034,578772,4419793,,
626178,060003,LONGMONT UNITED HOSPITAL,1950 WEST MOUNTAIN VIEW AVENUE,LONGMONT,CO,80501-3129,BOULDER,14500,U,STH,1,2,01/01/2015,12/31/2015,1013.9,,,10119,6861,27866,125,45625,,2167,2196,6552,140,,8484,5648,21619,109,39785,,2167,2196,6552,1961708,17661164,6838097,21924425,72800614,112541955,5872859,152377983,306032067,252375084,558407151,15177979,,72800614,591125,,,11742691,,,67185045,-36534168,4469088,5501827,,54805986,1980235,,153549883,,79698274,,,,98876141,63286563,34753285,98039848,251721975,32735119,7994490,,4215000,,328899,45273508,,85588407,,,85588407,130861915,120860060,120860060,251721975,,13399447,3951187,2385449,527459,0.1216,,,302947115,270790592,573737707,403588968,170148739,185342569,-15193830,16750045,1556215,-15298,1571513,0.27288,15756409,112644370,152624,941679
626180,100298,FLORIDA STATE HOSPITAL,MAIN STREET,CHATTACHOOCHEE,FL,32324,GADSDEN,45220,U,STH,1,10,07/01/2015,06/30/2016,52,,,,,1048,24,8784,,,,,1230,,,,1048,24,8784,,,,,,,,,53618223,59573027,1441740,111986923,104860088,,104860088,9265822,,53618223,,,,,,,,,,,37633519,37633519,,,62522304,,,13035437,,,75557741,,,,113191260,,53618223,,,,59573027,113191250,,,,,,113191250,,,113191250,,,,,,,,,5220197,,5220197,,5220197,113191250,-107971053,,-107971053,,-107971053,1.067965,,,,
626191,170166,MORTON COUNTY HEALTH SYSTEM,445 HILLTOP,ELKHART,KS,67950-0937,MORTON,99917,R,STH,1,9,01/01/2015,12/31/2015,89.72,,,951,,1237,30,10950,,143,,188,30,,615,,821,26,9490,,143,,188,1366,79503,39053,143226,4037957,5025986,651733,6917188,2984255,5482556,8466811,658181,,4037957,489008,,,-4937,,,2441612,-1605262,658066,28158,-92730,1424907,,,7161681,,2760707,8142895,,,1923760,,,,3348667,-13671,453098,172722,,,12759,624908,,,,,,624908,2723759,2723759,3348667,,489086,164377,6379,,,,,5964501,6493687,12458188,4872533,7585655,9063943,-1478288,-4141328,-5619616,3663889,-9283505,0.816977,245941,428548,,
626192,172004,PROMISE HOSPITAL OF OVERLAND PARK,6509 W 103RD STREET,OVERLAND PARK,KS,66212,JONHSON,28140,U,LTCH,2,4,06/01/2015,05/31/2016,91.66,,,6055,,9904,56,20440,,250,,374,108,,6055,,9904,56,20440,,250,,374,,,,,7838062,10200640,233495,18939263,29547664,,29547664,1306399,,7838062,,,,-375448,,,8090996,,154703,25040,,7895291,,,,674962,,165824,304610,,1032819,,,,8928110,2204852,176748,66677,,,,7185964,,601966,,,601966,7787930,1140180,1140180,8928110,,,,,,,,,29547664,,29547664,10563547,18984117,18038702,945415,16200,961615,,961615,0.640973,,,,
626193,190044,ACADIA GENERAL HOSPITAL,1305 E. CROWLEY-RAYNE HWY,CROWLEY,LA,70526,ACADIA,29180,U,STH,1,2,10/01/2014,09/30/2015,354.9,,1044,5667,2279,12053,140,51100,321,1023,226,2487,140,866,4948,2130,10014,136,49640,321,1023,226,2487,132835,6287395,2504222,3724512,14383134,20410107,196211,35757770,33366096,60985698,94351794,2400909,,14366713,1296189,,,464305,,,6285060,,1400773,,800314,8985534,,,772454,,,,,,772454,,122106,122106,9880094,1376059,998661,,230981,,4119472,6725173,,,,,,6725173,3154921,3154921,9880094,,,5999504,185522,431214,0.2875,,,32890196,61461599,94351795,58516469,35835326,41080636,-5245310,1174752,-4070558,,-4070558,0.378983,2846697,10731317,,
626213,381306,WALLOWA COUNTY HEALTH CARE DISTRICT,601 MEDICAL PARKWAY,ENTERPRISE,OR,97828,WALLOWA,99938,R,CAH,1,11,07/01/2015,06/30/2016,100.95,,,1710,316,2465,22,8052,,290,73,485,22,,879,243,1432,22,8052,,290,73,485,133448,342646,359623,816624,8417484,11621309,2122903,17647010,6789812,18296643,25086455,,,,,,,1048596,8095702,,5767917,-2146646,507702,173739,14633,13786913,570141,2709590,25341532,,290315,7048866,1291651,,19913868,,137955,137955,33838736,547032,774275,,623015,49570,,1993892,,14018969,,,14018969,16012861,17825875,17825875,33838736,,,,,,,,,7280705,20567220,27847925,7662128,20185797,20381439,-195642,1595145,1399503,165382,1234121,0.703448,2641273,4405234,,
626234,431330,AVERA ST. BENEDICT HEALTH CENTER,401 WEST GLYNN DRIVE,PARKSTON,SD,57366-,HUTCHINSON,99943,R,CAH,1,2,07/01/2015,06/30/2016,100.63,,,1749,51,2908,25,9150,,243,12,372,73,,675,30,989,25,9150,,243,12,372,119725,242476,265364,420302,10091764,10356600,875580,17841235,9850414,18750316,28600730,,,,,,,3916918,,,2251860,,267245,84000,187844,6795739,97483,527219,15595859,,,8880621,,,14200578,16642674,162568,16805242,37801559,329392,1179262,74646,170000,,17844,1771144,,1029518,,,1029518,2800662,35000897,35000897,37801559,,,,,,,,,10647085,19362303,30009388,9298056,20711332,20448364,262968,1518416,1781384,,1781384,0.623803,350346,810005,,
626255,013029,HEALTHSOUTH REHAB HOSPITAL OF NORTH,107 GOVERNORS DRIVE SW,HUNTSVILLE,AL,35801,MADISON,26620,U,RH,5,4,06/01/2015,05/31/2016,189.03,,,14658,,24203,70,25620,,1129,,1859,70,,14658,,24203,70,25620,,1129,,1859,,,260,260,9975780,14437361,1035889,19845422,58717886,255252,58973138,1553628,,9975780,,,,8734357,,,4959395,-1941667,172680,26207,,11950972,,,11219706,1425485,,1285769,,,5650097,,,,17601069,833717,959837,,,,724054,2517608,,,,5999343,5999343,8516951,9084118,9084118,17601069,,,,,,,,,58717887,255252,58973139,29399676,29573463,24413141,5160322,-1744,5158578,,5158578,0.336516,,,,
626256,013032,HEALTHSOUTH REHABILITATION HOSPITAL,801 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,23460,U,RH,5,4,01/01/2015,12/31/2015,136.32,,,10037,,14362,44,16060,,727,,1082,44,,10037,,14362,44,16060,,727,,1082,,,-2391,-2391,6864653,7359134,482693,12352787,26530611,135940,26666551,1489270,,6864653,,,,1908930,,,2247752,-686841,95015,122472,,3687328,,,7811706,,,2034583,,,4733692,,26,26,8421046,223495,506029,,,,14120,743644,,,,38867,38867,782511,7638535,7638535,8421046,,,,,,,,,26530611,135940,26666551,10147103,16519448,14223787,2295661,-12847,2282814,,2282814,0.463232,,,,
626267,070024,THE WILLIAM W. BACKUS HOSPITAL,326 WASHINGTON STREET,NORWICH,CT,06360,NEW LONDON,35980,U,STH,1,2,10/01/2014,09/30/2015,1424,,,20961,7724,43045,165,60225,,4054,2233,10167,183,,19449,6421,37456,153,55845,,4054,2233,10167,2549147,8486887,5440433,39514116,108506446,142647949,14811042,233382649,228842890,457837312,686680202,30074300,,108506446,3493629,,,192740131,,,44360643,-8283377,3621065,3040704,5448010,243943021,5011878,3484437,172810275,18415174,14523588,92573535,,,118332934,156106346,15031366,171137712,533413667,6818414,6080822,,399931,,11943373,36130410,1322593,67049979,,61815729,130188301,166318711,355082598,367094956,533413667,,,39698376,1012163,954746,0.0962,,,249251305,489351841,738603146,453075457,285527689,251580234,33947455,7002635,40950090,,40950090,0.339871,23488105,174483843,53730,321812
626276,140137,GREENVILLE REGIONAL HOSPITAL,200 HEALTHCARE DRIVE,GREENVILLE,IL,62246-1156,BOND,41180,U,STH,1,2,01/01/2015,12/31/2015,204.32,,,1641,700,3597,32,11680,,332,250,1004,42,,1010,490,2480,32,11680,,332,250,1004,248857,1422284,795921,2139887,14213060,18300844,1648944,25801490,12270712,53745807,66016519,1525332,293746,14213060,1492429,,,1301793,553005,,4197694,,492931,363920,,8008254,,1363427,31806783,,9770677,,,,17610015,362749,108199,470948,26089217,1774169,1065780,,584470,,2062649,5487068,,7057327,,1559914,8617241,14104309,11984908,11984908,26089217,,1207551,454704,,49868,0.12,,,12650078,58048159,70698237,42674363,28023874,32513904,-4490030,2578205,-1911825,,-1911825,0.390834,1188458,13211283,,
626279,150179,FAIRBANKS,8102 CLEARVISTA,INDIANAPOLIS,IN,46256,MARION,26900,U,STH,1,2,07/01/2015,06/30/2016,245.86,,,3185,19,20581,86,31476,,409,3,3990,86,,3185,19,20581,86,31476,,409,3,3990,1063371,2457463,2091041,2137280,12190398,12289998,1069847,18446421,31765121,11353034,43118155,3456447,,12190398,,,,722783,,,3913380,,,644123,135084,5415370,138876,642512,15562839,,,7931888,,,12993357,,9752524,9752524,28161251,251581,1211243,,,23050,632610,2118484,,,,,,2118484,26042767,26042767,28161251,,555083,1802453,,38722,0.0657,,,31765121,17535173,49300294,27300108,22000186,24480396,-2480210,2566925,86715,255625,-168910,0.427811,76259,286337,,
626281,160028,CHI HEALTH MERCY COUNCIL BLUFFS,800 MERCY DRIVE,COUNCIL BLUFFS,IA,51502,POTTAWATTAMIE,36540,U,STH,1,1,07/01/2015,06/30/2016,508,,,9380,5394,26756,145,53070,,2066,2317,7315,160,,8273,4398,21224,129,47214,,2066,2317,7315,3841292,7254381,5358338,6023484,31101170,42622737,3948074,86617673,211158431,205571214,416729645,9145533,,31101170,827980,,,2606347,,,51546384,-37351870,2033831,,,18865700,932924,4651845,67588572,706537,23250301,33626248,,,44007472,,36256212,36256212,99129384,-118171708,1917816,1208616,,,279695,-113970214,,,,33084411,33084411,-80885803,180015187,180015187,99129384,,4259735,11622476,324373,1052991,0.2652,,,210243317,206513115,416756432,316174482,100581950,90319729,10262221,3020891,13283112,,13283112,0.207851,21172840,105678990,,
626282,170006,VIA CHRISTI HOSPITAL PITTSBURG  INC.,1 MT CARMEL WAY,PITTSBURG,KS,66762,CRAWFORD,99917,R,STH,1,1,04/01/2015,03/31/2016,572,,,6463,1992,11992,68,24888,,1355,443,2988,80,,4802,1241,8430,58,21228,,1355,443,2988,3762137,5263146,5242633,11368005,34734593,50740868,4723279,68242421,74949490,171541561,246491051,6680462,,34734593,169975,,,4126792,,,48821236,-35421735,2937926,-895501,,43398446,2100000,641145,47494151,,,18925935,,,56693741,4447854,,4447854,104540041,3279145,3428923,,,,-4098400,2609668,,,,17733275,17733275,20342943,84197098,84197098,104540041,,4772866,4582699,39889,201847,0.0863,,,82454621,187721429,270176050,185193598,84982452,88681215,-3698763,1743111,-1955652,,-1955652,0.276856,4986541,40136074,,
626290,190164,BYRD REGIONAL HOSPITAL,1020 FERTITTA BLVD.,LEESVILLE,LA,71446,VERNON,99919,R,STH,1,4,08/01/2015,07/31/2016,237.32,,,4871,100,8859,52,19032,,1140,536,2591,52,,3727,93,6803,45,16470,,1140,536,2591,911161,11384543,2392114,2392114,13837733,27854264,-607779,31320194,100118975,153303677,253422652,3672033,,13837733,574512,,,-211809,,,9017356,-2484570,1897989,324279,226853,8770098,454500,605224,17861900,4069703,2155191,10976313,3589060,,15045358,,2097195,2097195,25912651,1072730,966081,133621,,,306956,69034718,,,,,,69034718,-43122067,-43122067,25912651,,1000073,5252530,219121,187578,0.12,,,100118975,153303677,253422652,220604398,32818254,41691997,-8873743,691299,-8182444,,-8182444,0.123589,5472468,55478315,,
626294,193069,STERLINGTON REHAB HOSPITAL,P O BOX 627,STERLINGTON,LA,71280,OUACHITA,99919,R,RH,5,4,01/01/2015,12/31/2015,63.36,,,3144,41,3344,10,3650,,261,6,284,10,,3144,41,3344,10,3650,,261,6,284,,,,,4171885,3668034,50329,7650288,7274649,7577848,14852497,,,,,,,69954,,,1370043,-96187,,109383,2955,1456148,10000,,71189,27346,70476,338069,,,267072,,25000,42857,1766077,582647,115926,,,,148482,847055,,235822,,,235822,1082877,683200,683200,1766077,,,,,,,,,7838839,7577848,15416687,7839944,7576743,7839919,-263176,19752,-243424,,-243424,,,,,
626296,230015,THREE RIVERS HEALTH,701 S. HEALTH PARKWAY,THREE RIVERS,MI,49093,ST. JOSEPH,99923,R,STH,1,2,01/01/2015,12/31/2015,279,,,1542,196,3577,48,17520,,396,52,1034,60,,1063,98,2508,44,16060,,396,52,1034,674940,4005858,1959249,4931333,18839799,32803132,2038706,39954550,21797673,103639037,125436710,4105990,551930,18839799,325773,,,1433608,,,15971955,-12812129,1044933,869941,13501,6907799,219500,1463882,20534397,61015,4456648,23706807,186315,,9603290,414698,,414698,16925787,4313076,1404459,105557,968795,,531432,7323319,,3805176,,,3805176,11128495,5797292,5797292,16925787,,1873537,653599,1585,75814,0.12,,,23136778,112010103,135146881,83612540,51534341,51642931,-108590,456845,348255,,348255,0.318524,4263873,31279266,,
626297,230035,SPECTRUM HEALTH UNITED MEMORIAL,615 SOUTH BOWER,GREENVILLE,MI,48838,MONTCLAIM,99923,U,STH,1,2,07/01/2015,06/30/2016,485.15,,,3614,455,8909,43,15738,,970,197,3028,82,,3069,237,6878,35,12810,,970,197,3028,649374,4798774,2444258,5041217,30814548,48843159,4820857,75380335,47348924,152010570,199359494,8524865,212704,30814548,43284,,,11456210,,,25355486,-16020174,1439136,720258,,23018762,2218226,1530383,53224568,,,20798157,,,43150175,85000,5079207,5164207,71333144,1652427,7818915,,545119,,,18830773,23311631,,,,23311631,42142404,29190740,29190740,71333144,,1870660,4444527,38149,189456,0.12,,,46656133,155180293,201836426,113371818,88464608,79657707,8806901,1156892,9963793,1177127,8786666,0.378113,6675559,36179755,12603,62666
626304,300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,DERBY,NH,03038-,ROCKINGHAM,40484,U,STH,1,4,08/01/2015,07/31/2016,381.45,,,6396,521,10468,68,24820,,1800,157,3184,82,,5634,521,8334,60,21900,,1800,157,3184,2073847,7222557,3520116,5805376,28738568,70691351,3444650,80019585,143632468,280391590,424024058,6230847,,28738568,1423827,,,61123,,,23980165,-9189463,2598025,475281,,16613225,1085452,2651311,19687040,6879825,16058980,35588287,4120290,,21770577,59801535,5648448,65449983,103833785,3645434,3151257,151559,241802,,8087539,15277591,,798347,-150145195,36455,-149310393,-134032802,237866587,237866587,103833785,,1999417,11558104,245028,,,,,148097715,275916362,424014077,306081018,117933059,84252837,33680222,277208,33957430,12437945,21519485,0.188715,6449308,46284440,,
626331,370048,MCCURTAIN MEMORIAL HOSPITAL,1301 EAST LINCOLN ROAD,IDABEL,OK,74745-,MCCURTAIN,99937,R,STH,1,2,07/01/2015,06/30/2016,179.81,,,1399,997,3086,77,28182,,454,317,1001,91,,1152,668,2465,71,25986,,454,317,1001,119787,4056071,1628474,3174924,9210817,8508697,717864,14729663,10465253,28981078,39446331,1418363,,9210817,54915,,,37940,,,2916285,,350709,210385,,3576763,16856206,,,,,,,,1752392,,,51243,5380398,3060747,367060,166199,,,2077559,5671565,,97547,,,97547,5769112,-388714,-388714,5380398,,552933,1464967,,60537,0.12,,,10374245,31950900,42325145,26427459,15897686,17719514,-1821828,845181,-976647,164,-976811,0.37341,2021536,9473778,,
626333,373025,VALIR REHAB HOSPITAL,FI,OKLAHOMA CITY,OK,73102-,OKLAHOMA,36420,U,RH,5,6,01/01/2015,12/31/2015,158.24,,,6277,1876,11407,86,31390,,586,179,1032,86,,6277,1876,11407,86,31390,,586,179,1032,,,,,8390450,6178764,62506,12695054,25240887,744067,25984954,,,,,,,78640,,,5926853,-1895203,110255,45147,,4265692,,,741518,,503390,693303,,,369095,,82381,82381,4717168,,,,,,,1420952,,,,,,1420952,3296216,3296216,4717168,,,,,,,,,25240887,744067,25984954,10247532,15737422,14569214,1168208,110514,1278722,,1278722,,,,,
626342,443033,QUILLEN REHABILITATION HOSPITAL  A J,2511 WESLEY STREET,JOHNSON CITY,TN,37601,WASHINGTON,27740,U,RH,5,4,12/16/2014,09/30/2015,72.31,,,3483,,5884,26,7514,,279,,455,26,,3483,,5884,26,7514,,279,,455,,,,,3053122,3566259,435069,5665391,11545215,,11545215,386594,,3053122,21325,,,-3114916,,,2092090,-339344,87820,48017,,-1226333,700000,,6301291,,,505965,,,7022553,,2697941,2697941,8494161,142117,325329,,,,67249,534695,,,,3971425,3971425,4506120,3988041,3988041,8494161,,,,,,,,,11545214,,11545214,5031209,6514005,6619381,-105376,80911,-24465,,-24465,0.490713,,,,
626370,490097,SOUTHERN VIRGINIA REGIONAL MED. CTR.,214 WEAVER AVENUE,EMPORIA,VA,23847,GREENSVILLE,99949,R,STH,1,4,03/01/2015,02/29/2016,190.2,,,2468,119,4662,70,25620,,624,190,1285,80,,1968,93,3871,63,23058,,624,190,1285,56641,8703955,1219494,2135442,10729881,22826864,1889554,23701435,67180895,120556375,187737270,1773796,,10729881,,,,-171423,,,8764785,-2010669,682950,339391,680923,8285957,1070212,169267,28801243,956040,1479435,7892387,4082040,,26511642,,1764623,1764623,36562222,555257,998113,,,,70472,114699562,,,,,,114699562,-78137340,-78137340,36562222,,2115621,1252744,18740,47578,0.0565,,,67180895,120556374,187737269,163848551,23888718,33556745,-9668027,802098,-8865929,-48,-8865881,0.126248,2776591,29244045,2274,22265
626380,010049,MEDICAL CENTER ENTERPRISE,400 NORTH EDWARDS STREET,ENTERPRISE,AL,36330-,COFFEE,99901,R,STH,1,4,01/01/2015,12/31/2015,331.54,,,3015,3564,10148,117,42705,,972,941,3343,117,,2598,2205,7412,110,40150,,972,941,3343,1206213,13658989,2521605,3218366,17495891,28512400,2650237,39284423,126004574,319098303,445102877,2481750,,17562419,259627,,,-6102,,,13241376,-4259718,1451163,278095,252118,10956932,408000,386239,21488410,5068846,1714980,10040173,5014975,,27276809,,4310604,4310604,42544345,2584042,1578818,168242,46667,,361502,42988525,,40625,,,40625,43029150,-484805,-484805,42544345,,4099191,1203213,13667,159073,0.12,,,127604422,321623473,449227895,402986833,46241062,46008291,232771,901041,1133812,,1133812,0.088259,3088551,72979977,93795,868472
626418,051327,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DRIVE,CHESTER,CA,96020-,PLUMAS  CA,99905,R,CAH,1,11,07/01/2015,06/30/2016,88.61,,,642,65,890,10,3660,,132,15,173,26,,504,65,676,10,3660,,132,15,173,5329,768864,378345,378345,5275163,10390351,189566,14385055,7403314,19415944,26819258,,,,,,,2135749,,,3962037,-2526195,313664,47364,,4203197,90610,,5474868,,,2891328,,1433447,1697190,,,,5900387,566130,341361,,,,,907491,,767515,,,767515,1675006,4225381,4225381,5900387,,,,,,,,,7407992,20471850,27879842,11713165,16166677,16434378,-267701,1445224,1177523,,1177523,0.53637,2690956,4115207,,
626431,103043,HEALTHSOUTH REHABILITATION HOSPITAL,2275 SW 22ND LANE,OCALA,FL,34471,MARION,36100,U,RH,5,4,01/01/2015,12/31/2015,151.78,,,13399,130,16742,50,18250,,1079,8,1321,50,,13399,130,16742,50,18250,,1079,8,1321,,,-14418,-14418,8365159,10362127,1524343,16545362,27639659,124945,27764604,1523512,,8365159,65111,,,1218680,,,3206879,-776827,107911,39642,,3796285,2424852,144705,17399503,,,3277252,,,19359310,,637472,637472,23793067,223755,353255,,,,385080,962090,,,,,,962090,22830977,22830977,23793067,,,,,,,,,27639659,124945,27764604,6792447,20972157,18727286,2244871,44566,2289437,,2289437,0.595916,,,,
