"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
571672,424005,BRYAN PSYCHIATRIC HOSPITAL,2414 BULL STREET,COLUMBIA,SC,29202,RICHLAND,17900,U,PH,4,10,07/01/2013,06/30/2014,480.84,,,1132,2164,128275,370,135050,,39,12,345,370,,1132,2164,56165,166,60590,,39,12,345,,,,,26194021,25255968,321353,54661291,52519050,269,52519319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28454039,,28454039,,28454039,51449989,-22995950,,-22995950,,-22995950,,,,,
571735,371326,INTEGRIS MARSHALL COUNTY MEDICAL CEN,901 S. 5TH AVE.,MADILL,OK,73446,MARSHALL,99937,R,CAH,1,4,04/01/2013,03/31/2014,58.24,,,1504,126,2022,25,9125,,361,41,553,25,,1216,126,1711,25,9125,,361,41,553,1087329,1699666,1569131,2150940,3254778,6991052,869892,9989829,7450659,21870603,29321262,,,,,,,-9585,,,4497163,-1135805,199121,99433,,3229084,,102000,510000,,,2946112,,,2638807,1000,6788793,6789793,12657684,160913,72392,1239,,,154433,388977,,,,13471072,13471072,13860049,-1202365,-1202365,12657684,,,,,,,,,7450661,21870602,29321263,18371520,10949743,10245830,703913,30200,734113,,734113,0.340703,625792,4216051,,
571736,450862,ST. LUKES THE WOODLANDS HOSPITAL,17200 ST LUKES WAY,THE WOODLANDS,TX,77384,MONTGOMERY,26420,U,STH,1,1,01/01/2013,12/31/2013,801.7,,,13369,4276,45438,184,67160,,3079,165,10937,184,,10856,3119,34289,131,47815,,3079,165,10937,4218798,22267765,8599071,8599071,52655767,99845806,8972751,148748434,436522192,307710371,744232563,10917143,,52655767,4650970,,,25674263,,,78598281,-60271360,,,9783966,53785150,13630000,3920000,124539441,,,22138606,,,159889122,,,,213674272,18064779,,,,,,18064779,,,,160775163,160775163,178839942,34834330,34834330,213674272,,18524567,6933687,798938,731314,0.0361,,,431879708,312254629,744134337,569488698,174645639,152207318,22438321,645133,23083454,2181418,20902036,0.199868,5776312,49945531,,
571748,360361,KINGS DAUGHTERS MED CENTER OHIO,2001 SCIOTO TRAIL,PORTSMOUTH,OH,45662,SCIOTO,99936,U,STH,1,2,04/26/2013,09/30/2013,,,,105,41,211,10,1570,,35,15,78,10,,105,41,211,10,1570,,35,15,78,24455,980302,368894,1976003,6041557,7712906,2450932,11571482,4358798,28574614,32933412,724097,,4889666,43140,,,2604216,,,18675472,-12949494,1245986,34828,,9611008,,1855847,17216110,,,15640562,,,32321433,,97618,97618,42030059,371130,443798,,,,,814928,,45391516,,,45391516,46206444,-4176385,-4176385,42030059,348463,,,,33557,0.0963,,,4045624,31120941,35166565,25588656,9577909,13754463,-4176554,25,-4176529,,-4176529,0.35136,857122,7013409,,
571749,340171,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TOWNSHIP PARKWAY,MATTHEWS,NC,28105,MECKLENBURG,16740,U,STH,1,2,01/01/2013,12/31/2013,700.18,,,13251,4388,33055,119,43435,,3111,1245,7975,119,,12488,4388,27439,110,40150,,3111,1245,7975,5955211,8659636,7874915,7973546,41387507,73297539,9162921,106940977,199203632,252144765,451348397,10424972,,41387507,325685,,,661043,,2165889,55664990,-33974581,2182034,206250,,26961750,3385067,5523934,74562612,402515,5011133,43657168,,,52629816,1207608,4838051,6045659,85637225,1087061,3077031,,,,2585688,-304076629,,,,2949584,2949584,-301127045,386764270,386764270,85637225,,15922597,5785112,169129,745124,0.0429,5183826,,200740027,256437069,457177096,281021429,176155667,139366468,36789199,939998,37729197,,37729197,0.236937,5373504,40161950,,
571758,052035,KINDRED HOSPITAL WESTMINSTER,200 HOSPITAL CIRCLE,WESTMINSTER,CA,92683,ORANGE,42044,U,LTCH,2,4,09/01/2013,08/31/2014,363,,,25792,45,35639,109,39785,,870,,1021,109,,21842,45,30534,93,33945,,870,,1021,,,,,24844216,39987984,715329,59822336,300340830,,300340830,4397769,,24844216,4070641,,,31943,,,18695634,-457380,357333,,,18637257,,,29888,4279892,,8267367,,,2548536,,506646,506646,21692439,1586957,2516340,5537,,,20325,4129159,,,,-120476162,-120476162,-116347003,138039442,138039442,21692439,,,,,,,,,300340830,,300340830,227810663,72530167,64832200,7697967,151951,7849918,,7849918,,,,,
571766,281302,PAWNEE COUNTY MEMORIAL HOSPITAL,600 I STREET,PAWNEE CITY,NE,68420-,PAWNEE,99928,R,CAH,1,9,07/01/2013,06/30/2014,45.89,,,636,8,711,17,6205,,31,2,39,17,,100,8,119,17,6205,,31,2,39,13204,,13204,13204,2985932,4111435,299110,6513782,946427,7346505,8292932,,,,,,,568737,,,2873890,-1471000,112850,97093,240000,2558378,9754,56811,2816433,,820103,3296859,,,2657185,9167,302527,311694,5527257,244505,310918,,188271,81666,17602,842962,,967460,,31890,999350,1842312,3684945,3684945,5527257,,,,,,,,,972163,7303963,8276126,1465608,6810518,7097367,-286849,515193,228344,,228344,0.785462,193268,234200,,
571777,370080,SHARE MEDICAL CENTER,809 SHARE DRIVE,ALVA,OK,73717,WOODS,99937,R,STH,1,13,07/01/2013,06/30/2014,78.11,,,734,64,981,37,13505,,117,21,190,117,,449,64,685,37,13505,,117,21,190,54913,924850,641984,850923,5654442,6371971,1067248,9870964,5215626,10139089,15354715,463288,,5654442,13950,,,531447,,,3791639,-2374712,122992,83357,,2320059,132829,86207,15003182,,1818654,7475203,,,13903123,1070365,,1070365,17293547,1046018,425343,31429,,,,1729790,,9147794,,,9147794,10877584,6415963,6415963,17293547,,158965,373619,,,,,,5500508,11683328,17183836,7821710,9362126,12026413,-2664287,3483338,819051,,819051,0.642862,407289,1015409,,
571800,271337,NORTHERN ROCKIES MEDICAL CENTER,802 SECOND STREET SE,CUTBANK,MT,59427,GLACIER,99927,R,CAH,1,2,10/01/2012,09/30/2013,68.84,,,494,46,688,20,7300,,85,23,130,20,,234,46,338,20,7300,,85,23,130,208416,887306,899599,1298361,3715063,3245308,320912,6410334,1064470,6867465,7931935,,,,,,,115812,743168,,1568202,-500152,126144,1406,13194,3361941,208561,,216529,,,2810506,,,1490285,,,,4852226,250243,440725,32872,,,16236,740076,,1097428,,,1097428,1837504,3014722,3014722,4852226,,,,,,,,,1202522,7615303,8817825,2920104,5897721,6960371,-1062650,1475000,412350,,412350,0.808168,946493,1714259,84879,116084
571801,050067,OAK VALLEY DISTRICT HOSPITAL,350 SOUTH OAK STREET,OAKDALE,CA,95361-,STANISLAUS,33700,U,STH,1,11,07/01/2013,06/30/2014,246.46,,182,1695,61,3591,35,12775,44,356,15,869,150,145,1469,61,3118,30,10950,44,356,15,869,802149,16445080,5416870,13592311,21648185,37663489,5277487,52592099,59403332,125982789,185386121,4674478,747739,21648185,1246646,,,6731551,,,32754282,-25238589,907234,595957,785929,17985450,392725,2713105,113948460,,,16621807,,1323445,103643203,12433490,1694920,14128410,135757063,3161403,2866073,,1105000,,,7132476,,64540000,,2492896,67032896,74165372,61591691,61591691,135757063,,741923,2185620,249411,154600,0.12,,,60879036,134048182,194927218,127112843,67814375,75756754,-7942379,4294003,-3648376,,-3648376,0.28369,11820564,73019104,,
571805,351319,PEMBINA COUNTY MEMORIAL HOSPITAL,301 MOUNTAIN ST. EAST,CAVALIER,ND,58220-,PEMBINA,99935,R,CAH,1,2,01/01/2013,12/31/2013,64.8,,,828,26,1100,24,8760,,197,11,276,74,,690,26,925,24,8760,,197,11,276,4296,273834,228076,363038,4700716,6450792,578877,10368463,5656773,7030831,12687604,,,,,,,15646,,,2498745,,144262,44542,,2894205,,626171,7778288,,,4918310,,,2436474,180393,,180393,5511072,971240,440453,124359,149496,71546,,1757094,94382,,,,94382,1851476,3659596,3659596,5511072,,,,,,,,,5655403,7739837,13395240,2356330,11038910,11151508,-112598,291782,179184,1857,177327,0.817212,143817,341134,,
571817,520116,WATERTOWN REGIONAL MEDICAL CENTER,125 HOSPITAL DRIVE,WATERTOWN,WI,53098,DODGE,20116,R,STH,1,2,10/01/2012,09/30/2013,621.68,,,2592,204,5819,95,34675,,736,261,1716,95,,2365,138,4731,91,33215,,736,261,1716,628921,3078670,1818072,5155417,40469589,51484672,5167831,64553116,38938619,119152778,158091397,7322670,,40469589,460136,,,6354010,,,24448146,-12437523,1980838,722205,1920909,23161085,1230407,3818716,69423925,,21947055,36814356,,,65053170,69023763,3775873,72799636,161013891,5782833,3290495,59413,1231133,1690964,590605,12980444,,46236212,,7927342,54163554,67143998,93846335,93869893,161013891,5694172,,,96732,199865,0.0351,,,39736585,155065862,194802447,104916365,89886082,91954261,-2068179,10110624,8042445,,8042445,0.408328,3262240,16162460,,
571851,014000,HILL CREST HOSPITAL,6869 FIFTH AVENUE SOUTH,BIRMINGHAM,AL,35212,BIRMINGHAM,13820,U,PH,4,4,07/01/2013,06/30/2014,99.02,,,1223,6363,24055,94,34310,,76,235,1377,196,,1223,6363,24055,94,34310,,76,235,1377,,,,,12054305,13170518,410607,18475865,43190552,78389,43268941,,,,,,,-700050,,,3608433,,141924,33068,,3083375,656200,,7586234,,,1253406,,,6958636,,20468606,20468606,30510617,463754,830176,,,,15000,22005549,,,,1,1,22005550,8505067,8505067,30510617,,,,,,,,,48993147,78389,49071536,24747180,24324356,25224823,-900467,239955,-660512,206358,-866870,,,,,
571853,012012,NOLAND HOSPITAL TUSCALOOSA,809 UNIVERSITY BLVD E. 4TH FLOOR,TUSCALOOSA,AL,35402-0284,TUSCALOOSA,46220,U,LTCH,2,2,04/01/2013,03/31/2014,53,,,6742,,8381,32,11680,,260,,306,32,,6742,,8381,32,11680,,260,,306,,,,,3212512,5142266,218779,9006108,31970431,,31970431,,,,,,,-34509,,,209630,,,3200,,14457594,,,,489445,,1645404,,,692797,,,,15150391,572189,226158,14417,,,,913519,,,,,,913519,14236872,14236872,15150391,,,,,,,,,31970431,,31970431,20097077,11873354,8354778,3518576,1729,3520305,382751,3137554,,,,,
571854,110226,DEKALB MEDICAL CENTER HILLANDALE,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058-,DEKALB,12060,U,STH,1,2,07/01/2013,06/30/2014,482.76,,,6868,2546,22185,89,32485,,1332,562,5040,89,,6062,975,19790,81,29565,,1332,562,5040,5004178,32589670,13870876,15793043,25913736,44814089,4419424,68862297,96498237,154865224,251363461,5190532,,25913736,201000,,,1530,,,46184717,-33932326,955496,88000,1772135,15088018,,423026,48050201,,,29859842,,,37038716,,1230964,1230964,53357698,1658799,,,,,4046533,5705332,,80914808,,,80914808,86620140,-33262442,-33262442,53357698,,2595718,5980191,88751,490892,0.12,,,101121282,150268067,251389349,187187801,64201548,70727825,-6526277,3965202,-2561075,,-2561075,0.273955,9163502,46426885,13680,77245
571855,114013,WEST CENTRAL GEORGIA REGIONAL HOSPIT,3000 SCHATULGA ROAD,COLUMBUS,GA,31905-1035,MUSCOGEE,17980,U,PH,4,10,07/01/2013,06/30/2014,585,,,266,,14533,40,17912,,9,,248,40,,266,,14533,40,17912,,9,,248,,,,,18578963,19868752,853385,11834145,12271642,,12271642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38447715,-38447715,,-38447715,,-38447715,,,,,
571859,310009,CLARA MAASS MEDICAL CENTER,1 CLARA MAASS DRIVE,BELLEVILLE,NJ,07109,ESSEX,35084,U,STH,1,2,01/01/2013,12/31/2013,1482.45,,,29290,5350,72993,291,106215,,5269,891,15626,353,,24695,2636,60352,262,95630,,5269,891,15626,14962164,21933555,18584744,18666756,105306346,155257922,8575199,229439254,897900395,416604265,1314504660,31893431,,105306346,1294,,,26904,,,37532290,-11732605,4280649,1800917,1026662,96787579,458886,2909933,105853057,364585,35718040,88415657,,,62762654,6672518,6484312,13156830,172707063,13107276,,11153724,,2020211,10240657,59612874,,,,69326285,69326285,128939159,43767904,43767904,172707063,,39162539,11564938,485175,6615058,0.1573,15465128,,897900395,416604265,1314504660,1043125059,271379601,260564268,10815333,11702135,22517468,,22517468,0.174544,42252814,229860677,343154,1675619
571863,490084,RIVERSIDE TAPPAHANNOCK HOSPITAL,ROUTE 2,TAPPAHANNOCK,VA,22560,ESSEX,99949,R,STH,1,2,01/01/2013,12/31/2013,215,,,3508,164,5617,67,24455,,1002,112,1714,67,,2845,103,4476,60,21900,,1002,112,1714,2117196,6241727,4004160,5085313,12438388,25546136,2378740,33791636,31235632,77455243,108690875,2929107,,12438381,300799,,,316155,,,14581727,-9162271,959412,,105159,4569978,955497,1526666,21725519,,532531,17796281,,,12989186,,,,17559164,2411872,,,,,1772234,4184106,,,,63868,63868,4247974,13311190,13311190,17559164,,4849322,1365134,39424,,,,,31235100,77455774,108690874,64739417,43951457,37984524,5966933,1508058,7474991,6262469,1212522,0.310897,1252319,7505612,,
571864,491300,BATH COUNTY COMMUNITY HOSPITAL,ROUTE 220,HOT SPRINGS,VA,24445-,BATH,99949,R,CAH,1,2,01/01/2013,12/31/2013,109.24,,,1992,16,2214,25,9125,,266,3,310,25,,1032,16,1140,25,9125,,266,3,310,472985,1170567,1402900,1470898,7316789,8146296,613185,13636208,5907626,10684705,16592331,,,,,,,3168817,,,1978512,,297320,206286,94683,6410277,,,7432955,,,,,,7432955,7652,625772,633424,14476656,890777,995660,,,,,1886437,,,,,,1886437,12590219,12590219,14476656,,,,,,,,,8068079,10700106,18768185,4745329,14022856,15463085,-1440229,4404589,2964360,,2964360,0.821838,41172,132836,,
571866,491305,SHENANDOAH MEMORIAL HOSPITAL,759 MAIN STREET,WOODSTOCK,VA,22664-,SHENANDOAH,99902,R,CAH,1,2,01/01/2013,12/31/2013,251.1,,,4368,318,6626,25,9125,,949,102,1623,25,,2984,293,4744,21,7665,,949,102,1623,2771795,4665283,4769226,7515020,15286902,31975840,3496116,38167465,20378157,62676722,83054879,,,,,,,13060045,8608126,,12298541,-7267537,682730,110112,,28086311,586336,1281635,40454431,790829,8955748,13346870,,,32115327,3294046,,3294046,63495684,2326827,,,,1326,,2514475,,,,15046630,15046630,17561105,42628777,45934579,63495684,,,,,,,,,20754725,70825048,91579773,49723704,41856069,47262742,-5406673,2843167,-2563506,4617,-2568123,0.459545,1960037,10240197,,
571867,491307,PAGE MEMORIAL HOSPITAL,200 MEMORIAL DRIVE,LURAY,VA,22835,PAGE,99949,R,CAH,1,2,01/01/2013,12/31/2013,149.3,,,3089,18,3809,25,9125,,379,5,486,25,,1362,18,1810,25,9125,,379,5,486,1590766,3431971,3096356,3096356,11459738,12157363,1769443,21119158,8439810,38748448,47188258,,,,,,,2138455,,,8346052,-4472051,259878,147228,79218,8176463,394433,372070,40562145,170867,1367536,8438850,,,40139055,229553,,229553,48545071,2969184,,,83494,,36801712,39854390,,,,,,39854390,8690681,8690681,48545071,,,,,,,,,8473875,43362772,51836647,33156555,18680092,23617101,-4937009,1435998,-3501011,3335,-3504346,0.447551,2017167,4291845,,
571869,510046,PRINCETON COMMUNITY HOSPITAL,TWELFTH STREET,PRINCETON,WV,24774-,MERCER,99951,R,STH,1,12,07/01/2013,06/30/2014,903.83,,,13441,3437,27685,162,59130,,2711,1497,6122,226,,11319,2679,22229,144,52560,,2711,1497,6122,1409721,9314218,3875739,4952903,45807445,75576351,6617982,103060989,130049593,207001744,337051337,12898586,14729,45807445,341502,,,24569550,32198414,,14227412,,4475212,,4270899,80413990,,,25701585,,,43423756,,,69125341,,728036,1647805,151187136,9365316,3685028,,3441922,,2147000,22510067,34219768,,,9492721,43712489,66222556,84964580,84964580,151187136,,4272378,12333814,413195,1053356,0.1432,,,129539436,214171213,343710649,220961111,122749538,121383796,1365742,9969648,11335390,,11335390,0.305772,15072842,61297464,369766,1366823
571877,040119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72501-,INDEPENDENCE,99904,R,STH,1,2,10/01/2012,09/30/2013,919.33,,1290,21174,3260,36929,148,54020,601,3596,1123,7533,187,186,18488,1971,29738,123,44895,601,3596,1123,7533,2148250,14716896,5946022,10039515,57661154,95481698,9381566,126233404,232024291,239776038,471800329,15654933,,57661154,41129,,,25667417,550590,,69656013,-37801774,1898563,1808534,,67978119,,,,,,190838501,,,88995289,25481776,23881377,49363153,206336561,6982516,8478177,,610000,540000,,16610693,,54238709,,,54238709,70849402,135487159,135487159,206336561,26528510,,,1225735,5173059,0.195,,,229126858,254470490,483597348,331990388,151606960,153142852,-1535892,6842230,5306338,,5306338,0.267557,7058421,41680515,,
571878,391304,BUCKTAIL MEDICAL CENTER,PINE STREET,RENOVO,PA,17764,CLINTON,99939,R,CAH,1,2,07/01/2013,06/30/2014,50.85,,,540,4,813,21,7665,,16,1,34,64,,56,4,118,21,7665,,16,1,34,24773,341522,227668,760017,2471790,4575282,238662,6285060,4488634,4591172,9079806,,,,,,,-122882,,,1852439,-951372,82744,36684,,927951,144218,352042,3211735,47497,1160110,1838590,,1016755,2221750,53414,,53414,3203115,544111,366655,,346730,,32395,1289891,,1436211,,14688,1450899,2740790,462325,462325,3203115,,,,,,,,,4494795,4810726,9305521,4302288,5003233,7047072,-2043839,588063,-1455776,,-1455776,0.692202,,769066,,
571879,450092,FORT DUNCAN MEDICAL CENTER,3333 N. FOSTER MALDONADO BLVD,EAGLE PASS,TX,78852-,MAVERICK,99945,R,STH,1,4,01/01/2013,12/31/2013,349.45,,,7258,1173,18640,86,31390,,1478,452,4527,101,,5846,617,13825,76,27740,,1478,452,4527,1772482,16225535,4206590,4292962,19364043,42804900,3075526,45974858,171843206,120058200,291901406,3445752,,19741800,1935537,,,-33221,,,20399742,-11475459,1578299,175945,,12967948,1483034,4567034,34854045,,6936274,26042389,,,38082390,,2941142,2941142,53991480,2028882,1682127,,,,11831007,15542016,,2800000,-21136885,,-18336885,-2794869,56786349,56786349,53991480,,6876782,2330847,30472,895140,0.12,,,171834786,120058200,291892986,214519918,77373068,62168943,15204125,338668,15542793,,15542793,0.157501,9578404,52338785,211243,1889610
571881,390185,HAZLETON GENERAL HOSPITAL,700 EAST BROAD STREET,HAZLETON,PA,18201,LUZERNE,42540,U,STH,1,2,01/01/2013,12/31/2013,720.13,,,17137,1461,28489,125,45625,,3499,218,6394,141,,15468,1104,24463,113,41245,,3499,218,6394,2324973,7996598,3721508,5948607,42443522,51815238,4996850,85128771,201464671,253978255,455442926,11716659,,42443522,383948,,,3422695,26000,,34925942,-25309362,817276,745443,,15361150,6858690,2913726,50705706,,,32658255,,,29154704,79357839,,81146590,125662444,6805354,6009461,1420250,1883854,,,25278138,,27355000,,15036660,42391660,67669798,57992646,57992646,125662444,,18898339,5762226,199838,1238639,0.0609,,,201132974,257022244,458155218,349395059,108760159,94258760,14501399,8096892,22598291,8824480,13773811,0.186914,11073424,71158519,,
571907,220017,STEWARD CARNEY HOPSITAL,2100 DORCHESTER AVENUE,DORCHESTER,MA,02124,SUFFOLK,14484,U,STH,1,4,01/01/2013,12/31/2013,644.28,49.9,,7683,1807,20753,129,47085,,1727,533,4563,145,,6747,1807,17919,117,42705,,1727,533,4563,4451194,4234554,6366469,6366469,48746217,63965546,6139648,85924144,56688555,96213078,152901633,10403527,,48746217,604761,,722593,2288,,,9246376,,1142330,709224,4632013,15732231,9480000,103699,29491911,71732,964413,6644570,2083018,,39971304,7294067,634085,7928152,63631687,44383783,7731900,,,,2034115,54653065,8369597,19798700,,,28168297,82821362,-19189675,-19189675,63631687,,10709538,3341967,90489,4048842,0.3507,2614094,3274774,56688526,96213078,152901604,61015569,91886035,112711763,-20825728,19241015,-1584713,,-1584713,0.561957,19342660,41809811,,
571908,074012,SOUTHWEST CT MENTAL HEALTH SYSTEM,1635 CENTRAL AVENUE,BRIDGEPORT,CT,06610,FAIRFIELD,14860,U,PH,4,10,07/01/2013,06/30/2014,390.37,,,494,560,22185,62,22630,,10,12,74,62,,494,560,22185,62,22630,,10,12,74,,,,,35495601,6270373,202440,52006148,66555,4119867,4186422,,,35495139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41765974,-41765974,,-41765974,,-41765974,12.422577,,,,
571909,224040,FULLER MENTAL HEALTH CENTER,85 E. NEWTON STREET,BOSTON,MA,02118,SUFFOLK,14484,U,PH,4,10,07/01/2013,06/30/2014,173.16,,,1363,4164,21417,60,21900,,46,97,277,60,,1363,4164,21417,60,21900,,46,97,277,,,,,10867163,5991004,1387319,15266547,18051336,,18051336,,,10867163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16858167,-16858167,,-16858167,,-16858167,0.845729,,,,
571953,061303,EAST MORGAN COUNTY HOSPITAL,2400 W EDISON,BRUSH,CO,80723,MORGAN,99906,R,CAH,1,2,01/01/2013,12/31/2013,126.78,,,1546,59,1927,25,9125,,293,21,418,25,,1027,59,1335,25,9125,,293,21,418,214493,946186,575281,575281,10784476,11954417,1529299,18330297,6774046,26788995,33563041,1483730,250263,10784476,93319,,,935962,496,,4866207,-1961373,713195,3379,,5278558,,,,5565,,3661493,,,2127655,,1891776,1891776,9297989,162334,925087,,,,362942,1679363,,,,645309,645309,2324672,6973317,6973317,9297989,,,,,,,,,7220118,30012033,37232151,15190901,22041250,22738893,-697643,941785,244142,2582,241560,0.546145,1233189,3732089,,
571977,500119,VALLEY HOSPITAL & MEDICAL CENTER,12606 EAST MISSION,SPOKANE,WA,99210-,SPOKANE,44060,U,STH,1,4,10/01/2012,09/30/2013,579.53,0.38,,9410,1556,23886,123,44895,,2267,1018,6400,123,,8500,1318,20155,97,35405,,2267,1018,6400,2520240,897752,2696889,3857388,40832744,65345495,4174427,91447128,210616162,208509034,419125196,10428984,,40835436,124010,,,-151624,,,24310312,-5498468,2583643,217569,2151663,23613095,4623945,1161681,33214102,918150,1099827,14139119,1537785,,42903147,,1831768,1831768,68348010,3201332,4051799,76917,14583,,1782243,25648751,,,,,,25648751,42699259,42699259,68348010,17560636,,,791413,1382022,0.0787,6839914,25572,210616162,208509034,419125196,299832754,119292442,106178239,13114203,2927150,16041353,,16041353,0.218186,12416101,62224892,,
571995,261305,PUTNAM COUNTY MEMORIAL HOSPITAL,1926 OAK STREET,UNIONVILLE,MO,63565,PUTNAM,99999,R,CAH,1,9,07/01/2013,06/30/2014,100.05,,,1328,67,1615,15,5475,,147,26,221,25,,509,67,695,15,5475,,147,26,221,15593,843800,564846,564846,5263773,8770388,578604,12769052,8085573,10479152,18564725,,,,,,,68926,,,4524207,-1501000,180700,17397,693655,3983885,19824,594912,2751267,,4796844,1202385,10630,,6698786,593256,,593256,11275927,2503698,490734,40206,586283,,867579,4488500,,,,8089698,8089698,12578198,-1302271,-1302271,11275927,,,,,,,,,9390663,10502344,19893007,6802612,13090395,14034161,-943766,1138945,195179,,195179,0.687813,3174476,3298566,,
571996,263303,RANKEN JORDAN,11365 DORSETT ROAD,MARYLAND HEIGHTS,MO,63043-,SAINT LOUIS,41180,U,CH,7,2,07/01/2013,06/30/2014,235.65,,,,4204,10262,34,12410,,,79,291,34,,,4204,10262,34,12410,,,79,291,230148,217676,381565,381565,14560064,13560590,2859931,23736391,31835922,2287455,34123377,,,,,,,232089,,,3381151,,,1667588,1191282,7663394,3435879,,19740704,,,12790969,,,26707459,5335421,24840290,30175711,64546564,766869,1984427,,1077621,,113661,3942578,,17931905,,810957,18742862,22685440,41861124,41861124,64546564,,,,,,,,,31835922,4693794,36529716,12426997,24102719,28120654,-4017935,4075734,57799,,57799,0.695605,9899408,19352116,,
572001,371325,CORDELL MEMORIAL HOSPITAL,1220 N GLENN ENGISH,CORDELL,OK,73632,WASHITA,99937,R,CAH,1,8,07/01/2013,06/30/2014,44.59,,,731,7,835,25,9125,,161,5,254,25,,485,7,586,25,9125,,161,5,254,7935,188560,203088,318461,1845619,2482120,190577,4222723,1638755,1936535,3575290,,,,,,,292912,6147229,,352327,,102191,81651,124175,7203810,116000,137055,804289,,,2633957,,,1300469,1846132,,1846132,10350411,110589,115417,,,,,85524,,,,,,85524,10264887,10264887,10350411,,,,,,,,,1638755,1943045,3581800,667381,2914419,4327739,-1413320,1186306,-227014,,-227014,1.181085,89544,173499,,
572003,451330,MEDINA REGIONAL HOSPITAL,3100 AVENUE E,HONDO,TX,78861-,MEDINA,99945,R,CAH,1,13,10/01/2012,09/30/2013,167.35,,,1630,84,3936,25,9125,,271,21,864,25,,892,71,2606,25,9125,,271,21,864,740195,3906599,2624017,3902836,8394772,13729247,1763133,20103012,7333097,33732800,41065897,,,,,,,483272,2275774,,16981671,-12762200,738315,397094,783,9379904,34906,6000,13714144,57650,491637,7238713,,,12100309,,4280,4280,21484493,252188,620948,202974,,,822189,2132094,,13527323,,,13527323,15659417,5825076,5825076,21484493,,,,,,,,,7338901,33726996,41065897,23786011,17279886,22124019,-4844133,7529130,2684997,1823524,861473,0.489531,1597959,5203107,,
