"rpt_rec_num","Provider CCN","Hospital Name","Street Address","City","State Code","Zip Code","County","Medicare CBSA Number","Rural Versus Urban","CCN Facility Type","Provider Type","Type of Control","Fiscal Year Begin Date","Fiscal Year End Date","FTE - Employees on Payroll","Number of Interns and Residents (FTE)","Total Days Title V","Total Days Title XVIII","Total Days Title XIX","Total Days (V + XVIII + XIX + Unknown)","Number of Beds","Total Bed Days Available","Total Discharges Title V","Total Discharges Title XVIII","Total Discharges Title XIX","Total Discharges (V + XVIII + XIX + Unknown)","Number of Beds + Total for all Subproviders","Hospital Total Days Title V For Adults & Peds","Hospital Total Days Title XVIII For Adults & Peds","Hospital Total Days Title XIX For Adults & Peds","Hospital Total Days (V + XVIII + XIX + Unknown) For Adults & Peds","Hospital Number of Beds For Adults & Peds","Hospital Total Bed Days Available For Adults & Peds","Hospital Total Discharges Title V For Adults & Peds","Hospital Total Discharges Title XVIII For Adults & Peds","Hospital Total Discharges Title XIX For Adults & Peds","Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults & Peds","Cost of Charity Care","Total Bad Debt Expense","Cost of Uncompensated Care","Total Unreimbursed and Uncompensated Care","Total Salaries From Worksheet A","Overhead Non-Salary Costs","Depreciation Cost","Total Costs","Inpatient Total Charges","Outpatient Total Charges","Combined Outpatient + Inpatient Total Charges","Wage-Related Costs (Core)","Wage-Related Costs (RHC/FQHC)","Total Salaries (adjusted)","Contract Labor: Direct Patient Care","Wage Related Costs for Part - A Teaching Physicians","Wage Related Costs for Interns and Residents","Cash on Hand and in Banks","Temporary Investments","Notes Receivable","Accounts Receivable","Less: Allowances for Uncollectible Notes and Accounts Receivable","Inventory","Prepaid Expenses","Other Current Assets","Total Current Assets","Land","Land Improvements","Buildings","Leasehold Improvements","Fixed Equipment","Major Movable Equipment","Minor Equipment Depreciable","Health Information Technology Designated Assets","Total Fixed Assets","Investments","Other Assets","Total Other Assets","Total Assets","Accounts Payable","Salaries, Wages, and Fees Payable","Payroll Taxes Payable","Notes and Loans Payable (Short Term)","Deferred Income","Other Current Liabilities","Total Current Liabilities","Mortgage Payable","Notes Payable","Unsecured Loans","Other Long Term Liabilities","Total Long Term Liabilities","Total Liabilities","General Fund Balance","Total Fund Balances","Total Liabilities and Fund Balances","DRG Amounts Other Than Outlier Payments","DRG Amounts Before October 1","DRG Amounts After October 1","Outlier Payments For Discharges","Disproportionate Share Adjustment","Allowable DSH Percentage","Managed Care Simulated Payments","Total IME Payment","Inpatient Revenue","Outpatient Revenue","Total Patient Revenue","Less Contractual Allowance and Discounts on Patients' Accounts","Net Patient Revenue","Less Total Operating Expense","Net Income from Service to Patients","Total Other Income","Total Income","Total Other Expenses","Net Income","Cost To Charge Ratio","Net Revenue from Medicaid","Medicaid Charges","Net Revenue from Stand-Alone CHIP","Stand-Alone CHIP Charges"
518766,364050,ACCESS HOSPITAL OF DAYTON,2611 WAYNE AVENUE,DAYTON,OH,45420,,,NA,PH,4,5,11/20/2012,12/31/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519423,111310,PEACH REGIONAL MEDICAL CENTER,601 BLUE BIRD BLVD,FORT VALLEY,GA,31030,PEACH,31420,R,CAH,1,9,11/01/2012,12/31/2012,126.71,,,203,24,669,25,1525,,26,3,70,25,,96,8,276,25,1525,,26,3,70,131535,456949,303120,367174,846719,917209,48300,1576662,,2709630,3791488,,,,,,,594237,,,1565162,,251104,27822,7648,2216508,,,12094059,,,,,,2132431,,98790,98790,4447729,3368238,405165,,,,38620,3812023,,73127,,2039176,2112303,5924326,-1476597,-1476597,4447729,,,,,,,,,1078908,2930963,4009871,2020254,1989617,2220877,-231260,96514,-134746,2,-134748,0.415843,60283,299000,,
522458,131311,ELMORE MEDICAL CENTER,895 N. SIXTH EAST,MOUNTAIN HOME,ID,83647-,ELMORE,99913,R,CAH,1,11,10/01/2012,03/31/2013,164.04,,,731,236,1289,25,4550,,144,71,312,63,,473,152,860,25,4550,,144,71,312,308291,1125321,923730,1552821,4449103,6371676,620545,9599740,4203651,12636767,16840418,,,,,,,1342978,,,5606732,-2585171,309762,151056,,5350089,768931,737890,12098165,,1559591,6860613,,,8893407,,6162042,6162042,20405538,175946,409132,,,,540162,1125240,,,,,,1125240,19280298,19280298,20405538,,,,,,,,,4186394,13908476,18094870,7625924,10468946,10820779,-351833,921971,570138,,570138,0.570042,1049874,3327301,,
523781,132002,COMPLEX CARE HOSPITAL OF IDAHO,2131 S. BONITO WAY,MERIDIAN,ID,83642-1659,ADA,14260,U,LTCH,2,4,02/01/2013,05/31/2013,85.86,,,2215,28,2793,60,7140,,80,2,127,60,,2215,28,2793,60,7140,,80,2,127,,,,,1905184,1364272,180186,4620573,15583796,,15583796,,,,,,,,,,1806205,,,-694690,,-3614157,,,20654481,8444,,,,,17202955,,,,13588798,223940,91831,,573334,,,889105,,,,18325326,18325326,19214431,-5625633,-5625633,13588798,,,,,,,,,15583796,,15583796,10623428,4960368,3269456,1690912,63917,1754829,1,1754828,,,,,
525622,452063,LIFECARE HOSPITALS OF SOUTH TEXAS,2001 SOUTH M STREET,MCALLEN,TX,78503-,HIDALGO,32580,U,LTCH,2,4,01/01/2013,05/30/2013,186.5,,,8032,,8931,94,14100,,300,,345,94,,8032,,8931,94,14100,,300,,345,,,,,4427478,6172862,219929,9961077,52444744,55425,52500169,,,,,,,2000,,,3648798,,238078,356473,,30576746,,,,1134089,,5693555,,,2210885,,18867,18867,32806498,491196,994334,,,,1763,1487293,,,,-565,-565,1486728,31319770,31319770,32806498,,,,,,,,,52444744,55425,52500169,39646632,12853537,10600340,2253197,-43897,2209300,386,2208914,,,,,
531682,341304,BERTIE MEMORIAL HOSPITAL,1403 SOUTH KING STREET,WINDSOR,NC,27983,BERTIE,99934,R,CAH,1,9,10/01/2012,09/30/2013,93.21,,,1389,93,1668,6,2190,,393,33,497,6,,1389,93,1668,6,2190,,393,33,497,667063,1981230,1151685,1982673,6720886,10310897,1619252,16219877,7076824,28348551,35425375,,,,,,,5196572,,,4394977,-1654549,441045,44490,,8496978,430730,,9200659,,6261615,,,,5906594,,,,14403572,864330,809606,,191823,-2139,132919,2531624,4965852,352880,,122040,5440772,7972396,6431176,6431176,14403572,,,,,,,,,7089455,28335920,35425375,17035593,18389782,17031783,1357999,831344,2189343,1932041,257302,0.45786,1332148,4680685,43767,139354
531687,341318,CHOWAN HOSPITAL INC.,211 VIRGINIA AVENUE,EDENTON,NC,27932,CHOWAN,99934,R,CAH,1,2,10/01/2012,09/30/2013,297.78,,,3797,1365,6025,29,10585,,857,637,1984,29,,3452,913,5019,25,9125,,857,637,1984,1065044,4102354,2085584,2267728,17628171,25061287,2841277,39051548,38867491,70120920,108988411,,,,,,,4064156,215604,,15752776,-7510557,1498930,148366,,13931973,568352,872901,24198396,,,18910662,,,18755038,,,,32687011,1340336,661611,2009105,,,336378,5902476,,4851678,,193432,5045110,10947586,21739425,21739425,32687011,,,,,,,,,39749681,71684224,111433905,65598112,45835793,42689458,3146335,3895234,7041569,8826,7032743,0.358309,1980551,5906645,94644,393335
533836,363304,CHILDRENS HOSPITAL REHAB,6801 BRECKSVILLE ROAD,INDEPENDENCE,OH,44131,,,NA,CH,5,5,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534132,314021,HAMPTON HOSPITAL,RANCOCAS ROAD,WESTHAMPTON,NJ,08073,BURLINGTON,15804,U,PH,4,4,01/01/2013,12/31/2013,,,,11487,3196,37147,110,40150,,630,151,2533,110,,11487,3196,37147,110,40150,,630,151,2533,,,,,11140611,10769528,587772,18337386,41489700,5511994,47001694,,,,,,,-262081,,,5533775,-2380137,44865,54288,,54166471,300000,,8146682,,,1575990,,,3621639,,8407,8407,57796517,246526,1227455,151367,,,,1625348,,,,-26376014,-26376014,-24750666,82547183,82547183,57796517,,,,,,,,,45421480,5511994,50933474,20540208,30393266,21910139,8483127,200224,8683351,1069098,7614253,,,,,
534755,042008,ADVANCE CARE HOSPITAL,7301 ROGERS AVE.  4TH FLOOR,FORT SMITH,AR,72917,SEBASTIAN,22900,U,LTCH,2,1,12/01/2012,12/31/2012,54.72,,,584,,622,25,775,,19,,23,25,,584,,622,25,775,,19,,23,,,,,261467,342045,5885,590132,2509060,,2509060,,,,,,,350,,,5302238,-3590797,87037,5500,,1868646,,,,2185,35590,796736,,,287225,,4125,4125,2159996,257180,294704,39831,,,788068,1379783,,,,-22990,-22990,1356793,803203,803203,2159996,,,,,,,,,2397318,,2397318,1462926,934392,603512,330880,13209,344089,,344089,,,,,
535330,344028,SBH RALEIGH  LLC.,3200 WATERFIELD DRIVE,GARNER,NC,27529-7727,,,NA,PH,4,5,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535331,344030,SBH WILMINGTON LLC,2050 MERCANTILE DRIVE,LLELAND,NC,28451-4053,,,NA,PH,4,5,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535339,092002,SPECIALTY HOSPITAL OF WASHINGTON,700 CONSTITUTION AVENUE NE,WASHINGTON DC,DC,20002,DC,47894,U,LTCH,2,4,01/01/2013,12/31/2013,109.71,,,10177,3038,16243,60,21900,,364,124,570,177,,10177,3038,16243,60,21900,,364,124,570,,,,,20864481,31187951,1405907,45457576,99884906,,99884906,,,,,,,265375,,,16784923,-15126208,297808,694278,146482,3062658,,,25767472,1944852,,3432674,,,19285310,,14957978,14957978,37305946,11851206,1592208,11434516,558148,,4058778,29494856,,6793697,,7766687,14560384,44055240,-6749294,-6749294,37305946,,,,,,,,,99864101,,99864101,64354472,35509629,52052432,-16542803,3430,-16539373,,-16539373,,,,,
535340,092003,SPEC HOSPITAL WASHINGTON HADLEY,4601 MARTIN LUTHER KING JR AVE,WASHINGTON DC,DC,20032,DC,47894,U,LTCH,2,4,01/01/2013,12/31/2013,149.44,,,8216,6028,17228,82,29930,,319,245,668,144,,8216,6028,17228,82,29930,,319,245,668,,,,,18673549,22667873,241336,35507340,81406982,157169,81564151,,,,,,,196286,,,15384677,-12060087,490739,677223,646261,5335099,3142000,16810,23119249,257973,,2574833,,,21757276,,22611369,22611369,49703744,7805607,947479,10164915,274519,,7375462,26567982,,,,20575442,20575442,47143424,2560320,2560320,49703744,,,,,,,,,81410995,153156,81564151,58812512,22751639,41341422,-18589783,10623,-18579160,,-18579160,,,,,
535457,423300,SHC - GREENVILLE,950 W. FARIS ROAD,GREENVILLE,SC,29605-4255,,,NA,CH,2,2,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535535,263304,SHC - ST LOUIS,2001 SOUTH LINDBERGH BOULEVARD,ST. LOUIS,MO,63131,,,NA,CH,7,2,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535880,251302,PIONEER COMMUNITY HOSP OF ABERDEEN,400 SOUTH CHESTNUT STREET,ABERDEEN,MS,39730,MONROE,27140,R,CAH,1,4,01/01/2013,12/31/2013,117.77,,,2801,18,3395,25,9125,,181,5,212,35,,693,18,796,25,9125,,181,5,212,170438,2193932,1483893,1703603,6936678,12072574,185425,19805120,8673466,21998209,30671675,,,,,,,2072110,,,4479044,-2797478,,149336,-132054,3770958,,,,1772720,,863945,,4396197,5549927,,460227,460227,9781112,1163059,350792,204697,1181652,,450689,5188597,,3598264,,,3598264,8786861,994251,994251,9781112,,,,,,,,,8687343,22510138,31197481,11852626,19344855,19009252,335603,4723309,5058912,2466398,2592514,0.645714,1017373,2681088,151754,502152
535995,251332,PIONEER COMMUNITY HOSP OF NEWTON CO,9421 EAST SIDE DRIVE EXTENSION,NEWTON,MS,39345,NEWTON,27140,R,CAH,2,4,01/01/2013,12/31/2013,93,,,2464,433,3614,21,7665,,234,163,551,30,,849,433,1627,21,7665,,234,163,551,68860,,1474,937845,6359736,8453835,493520,14678389,9183185,18733395,27916580,,,,,,,99605,,,6426669,-3459714,13323,126012,,3205895,100144,,6352469,5565,,1347939,374562,,7160342,,1654147,1654147,12020384,3230334,458570,603328,,,735142,8176205,,8508820,,,8508820,16685025,-4664641,-4664641,12020384,,,,,,,,,9312203,20926929,30239132,13607239,16631893,14813571,1818322,559937,2378259,3645210,-1266951,0.525795,943314,3516746,235830,506715
536758,344029,GOOD HOPE HOSPITAL INC,410 DENIM DRIVE,ERWIN,NC,28339-2204,,,NA,PH,4,2,09/11/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536770,491306,PIONEER HLTH SERVICES OF PATRICK CO,ROUTE 2,STUART,VA,24171,PATRICK,40060,R,CAH,1,4,01/01/2013,12/31/2013,216.79,,,2434,10,3093,25,9125,,250,6,398,25,,894,10,1361,25,9125,,250,6,398,170704,1747288,1055601,1576406,3909029,6631891,201670,10938952,4921962,14795806,19717768,,,,,,,3455214,,,3775132,-3589754,,53321,,3693913,80249,,961945,221527,53533,878266,127403,,1660935,,3749519,3749519,9104367,619954,209446,89223,684889,,382204,1695023,,8770909,,100,8771009,10466032,-1361664,-1361664,9104368,,,,,,,,,4949755,16282274,21232029,9922476,11309553,10540920,768633,-1717767,-949134,,-949134,0.554776,73776,396013,434638,1459183
536985,511318,MONTGOMERY GENERAL HOSPITAL,401 6TH AVENUE,MONTGOMERY,WV,25136,FAYETTE,99951,U,CAH,1,2,01/01/2013,12/31/2013,190.82,,,3545,163,4096,25,9125,,300,38,579,69,,1192,163,1743,25,9125,,300,38,579,95044,4059942,1932289,1932289,10794894,10711745,510871,18361207,14588044,24473393,39061437,,,,,,,161395,,,9968720,-5851799,372775,131829,,4782920,869878,378715,12899533,,9278270,7498904,,,3383347,,,,8166267,2102199,537209,35837,408301,,3510462,6594008,,473677,,,473677,7067685,1098582,1098582,8166267,,,,,,,,,14424710,30657246,45081956,23481560,21600396,21506639,93757,477354,571111,,571111,0.47006,4191710,7621290,,
537689,670045,COOK CHILDRENS NORTHEAST HOSPITAL,6316 PRECINCT LINE ROAD,HURST,TX,76054-,TARRANT,23104,U,STH,1,4,01/01/2013,12/31/2013,134.81,,,,,13,3,1095,,,5,12,3,,,,13,3,1095,,,5,12,84700,2455836,970267,4911392,8972116,16510693,815648,22137439,531240,60859886,61391126,2104165,,8972116,8958,,,3239755,,,6550347,-2838047,263824,288605,,7504484,,,,362681,3849657,4978785,,,3587132,,50000,50000,11141616,533764,817362,,476998,,675540,2503664,,,,855362,855362,3359026,7782590,7782590,11141616,,,,,,,,,531240,60859887,61391127,29041457,32349670,25482809,6866861,-71939,6794922,,6794922,0.360597,360837,2835163,886700,5411172
537825,364045,PMEGRANATE HLTH SYSTEMS OF CTRL OH,65418 BARKCAMP PARK ROAD,BELMONT,OH,43718,,,NA,PH,2,5,06/18/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538369,103303,SHRINERS HOSPITAL FOR CHILDREN TAMPA,12505 USF PINE DRIVE,TAMPA,FL,33612,,,NA,CH,7,2,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538469,244016,PRAIRIE CARE  LLC,12918 63 AVENUE NORTH,MAPLE GROVE,MN,55369,,,NA,PH,4,4,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538521,210062,MEDSTAR SOUTHERN MARYLAND HOSPITAL C,7503 SURRATTS ROAD,CLINTON,MD,20735,PRINCE GEORGES,47894,U,STH,1,4,12/17/2012,06/30/2013,813.3,,,15701,6379,34098,239,48517,,3224,1467,8697,263,,14270,4862,28858,215,43645,,3224,1467,8697,648354,9151030,7615857,7615857,49347621,77023579,3103070,114993825,97899591,53131854,151031445,9258192,,49347621,5960588,,,15658100,,,50887600,-16916800,4102600,2418300,4680800,60830600,3140000,,28753000,1510600,,11769600,,,42782900,,35742500,35742500,139356000,11775200,8395300,,,,20120300,40290800,,,,24294100,24294100,64584900,74771100,74771100,139356000,23793291,,,1189665,2607745,0.1096,636094,,97783577,53247865,151031442,40718101,110313341,117500007,-7186666,778643,-6408023,,-6408023,0.76139,11224307,11940752,,
538522,210063,ST. JOSEPH MEDICAL CENTER,7601 OSLER DRIVE,TOWSON,MD,21204,BALTIMORE,12580,U,STH,1,2,02/21/2013,06/30/2013,709,,,11280,1214,34394,267,46725,,2487,178,7554,267,,9929,965,28175,209,36575,,2487,178,7554,3575065,5561118,8171090,8172169,50927215,108482426,-1123625,138331102,100656744,66721718,167378462,12087076,,50927215,982830,,,-8333000,,,40360000,,4496000,735000,-27706000,9552000,,,,,175707000,,,,175707000,,71311000,71311000,256570000,17679000,15085000,,4362000,,12457000,49583000,,248861000,,3775000,252636000,302219000,-45649000,-45649000,256570000,28646490,,,,,,,,100656746,66721718,167378464,39382947,127995517,160704594,-32709077,3081551,-29627526,1810344,-31437870,0.826457,5830337,6202486,1368116,1455442
538802,193301,SHRINERS HOSPITAL FOR CHILDREN,3100 SAMFORD AVENUE,SHREVEPORT,LA,71103,,,NA,CH,7,2,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538830,143302,SHRINERS HOSPITALS FOR CHILDREN,2211 NORTH OAK PARK AVENUE,CHICAGO,IL,60707,,,NA,CH,7,2,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538831,243303,SHC-TWIN CITIES,2025 EAST RIVER PARKWAY,MINNEAPOLIS,MN,55414,,,NA,CH,7,2,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538845,330387,ROCKEFFELLER UNIVERSITY HOSPITAL,1230 YORK AVENUE,NEW YORK,NY,10021,,,NA,STH,1,4,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539147,364048,HAVEN BEHAVIORAL SVCS DAYTON,ONE ELIZABETH PL  4TH FL SW TOWER,DAYTON,OH,45417,,19380,U,PH,4,4,10/15/2012,12/31/2012,41.55,,,491,66,1436,31,2418,,29,8,106,31,,491,66,1436,31,2418,,29,8,106,,,,,594838,554666,95930,1154364,1360285,,1360285,,,,,,,,,,1446259,-756662,,,,689597,,,,1905479,,615317,,,2322561,,,25432,3037590,96764,107928,33020,,,5092,242804,,370122,,,370122,612926,2424664,2424664,3037590,,,,,,,,,1360285,,1360285,706534,653751,1149504,-495753,,-495753,1,-495754,,,,,
539168,223303,THE SHRINERS HOSPITAL FOR CHILDREN,516 CAREW STREET,SPRINGFIELD,MA,01104-2330,,,NA,CH,1,4,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539169,223304,THE SHRINERS HOSPITAL FOR CHILDREN,51 BLOSSOM STREET,BOSTON,MA,02114-2699,,,NA,CH,1,4,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539170,333301,BLYTHEDALE CHILDRENS HOSPITAL,96 BRADHURST VENUE,VALHALLA,NY,10595-1637,,,NA,CH,1,4,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539270,330409,BURDETT CARE CENTER,2215  BURDETT AVE  SUITE 200,TROY,NY,12108-2466,,,NA,STH,1,4,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539304,450893,NORTH TEXAS HOSPITAL,2801 SOUTH MAYHILL ROAD,DENTON,TX,76208-5910,DENTON,19124,U,ORD,1,5,01/01/2013,05/30/2013,125.56,,,43,,108,16,2416,,19,,64,16,,43,,108,16,2416,,19,,64,,305669,95155,102037,1975001,4087150,555569,5895395,3645844,15292036,18937880,598761,,1971597,,,,9116362,,,6611279,-6010179,,45009,,8704434,,,,,,,,,,,,,8704434,10096061,202428,,,,6233724,16532213,,,,,,16532213,-7827779,-7827779,8704434,201004,,,3212,,,,,3645721,15292159,18937880,15607459,3330421,6062151,-2731730,9812021,7080291,34564,7045727,0.311302,3396,8576,,
539950,324012,THE PEAK HOSPITAL,5060 MCNUTT RD,SANTA TERESA,NM,88008,DONA ANA,29740,U,PH,4,4,01/01/2013,05/19/2013,178,,,550,697,13247,144,20016,,42,20,511,144,,550,697,5199,56,7784,,42,20,511,,,,,2665728,2694097,171805,4423870,10168294,143530,10311824,,,,,,,-155707,,,2370385,,20669,24177,,2259524,238500,270000,5683342,,,766858,,,5988588,,-11286774,-11286774,-3038662,102699,256326,63713,,,11091,433829,,,,-11827753,-11827753,-11393924,8355262,8355262,-3038662,,,,,,,,,10168294,143530,10311824,4017407,6294417,5447567,846850,11094,857944,,857944,,,,,
540702,134009,SUN BEHAVIORAL HEALTH OF BOISE,8050 NORTHVIEW STREET,BOISE,ID,83704-0000,ADA,14260,U,PH,4,4,01/01/2013,04/30/2013,60.3,,,443,,1230,22,2640,,43,4,131,22,,443,,1230,22,2640,,43,4,131,,,,,632570,512735,9741,1123210,626424,66948,693372,,,,,,,27749,,,1327376,-857483,-25284,,,472358,,,,29458,,55268,,,51122,,,,523480,-81671,-128064,-1001,,,-8913,-219649,,,,-834363,-834363,-1054012,1577492,1577492,523480,,,,,,,,,822484,66948,889432,104833,784599,1145305,-360706,13467,-347239,,-347239,,,,,
540815,362028,LIFECARE HOSPITAL OF DAYTON,4000 MIAMISBURG - CENTERVILLE RD,MIAMISBURG,OH,45342-3698,MONTGOMERY,19380,U,LTCH,2,4,04/01/2013,05/30/2013,100.03,,,1266,138,2177,44,2640,,41,4,73,44,,1266,138,2177,44,2640,,41,4,73,,,,,1278496,1849551,23388,2863930,15853826,,15853826,,,,,,,500,,,3546044,,200793,122978,,22515148,,,,766739,2089605,,,,751114,,,,23266262,380417,695337,,,,497,1076251,,,,,,1076251,22190011,22190011,23266262,,,,,,,,,15853826,,15853826,12208843,3644983,3128047,516936,476088,993024,,993024,,,,,
541584,334059,STONY LODGE HOSPITAL  INC,40 CROTON DAM RD,BRIACLIFF MANOR,NY,10510-1250,,,NA,PH,1,4,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541789,271330,STILLWATER COMMUNITY HOSPITAL,710 N. 11TH STREET,COLUMBUS,MT,59019,STILLWATER,99927,R,CAH,1,9,10/01/2012,06/30/2013,34.37,,,544,7,662,10,2730,,68,4,97,10,,186,7,262,10,2730,,68,4,97,95387,585342,680168,791814,1294783,4513729,671560,5287383,1070626,4221827,5292453,,,,,,,468760,707094,,2133164,-466256,146787,150387,7556,3546783,558194,912734,12052245,,,2349994,,,14606889,,,,18153672,1256138,141722,16546,,,,1414406,13475791,326706,,,13802497,15216903,2936769,2936769,18153672,,,,,,,,,1176534,5131314,6307848,767381,5540467,5808512,-268045,279672,11627,,11627,0.999042,156332,233402,51485,86368
542060,452059,LIFECARE HOSPITAL OF SAN ANTONIO,8902 FLOYD CURL DRIVE,SAN ANTONIO,TX,78240-1681,BEXAR,41700,U,LTCH,2,4,01/01/2013,05/30/2013,188.44,,,5212,,8256,62,9300,,172,,256,62,,5212,,8256,62,9300,,172,,256,,,,,5095805,6321146,162199,10465530,66371198,101620,66472818,,,,,,,500,,,7261989,,300034,54933,,50518335,,,,70669,5100813,,,,1877169,,,,52395504,620248,1194841,,,,497,1815586,,,,,,1815586,50579918,50579918,52395504,,,,,,,,,66371198,101620,66472818,52212590,14260228,11416951,2843277,464512,3307789,,3307789,,,,,
542685,222025,MASSACHUSETTS HOSPITAL SCHOOL,3 RANDOLPH ST,CANTON,MA,02021,,,NA,LTCH,2,10,07/01/2013,06/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543103,054095,AURORA SAN DIEGO BHS,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128-3423,SAN DIEGO,41740,U,PH,4,4,01/01/2013,12/31/2013,199.7,,,2303,2646,24429,80,29200,,249,478,3258,80,,2303,2646,24429,80,29200,,249,478,3258,,,,,10702126,9336522,225002,18589740,36665340,7560000,44225340,,,,,,,967220,,,2112539,,74936,122080,,3438402,,,,797035,,,,,993894,,793945,793945,5226241,1137349,,,,,69425,1206774,,,,281539,281539,1488313,3737928,3737928,5226241,,,,,,,,,36665340,7560000,44225340,20681385,23543955,20038648,3505307,36703,3542010,,3542010,,,,,
543415,034023,THE GUIDANCE CENTER  INC.,2187 NORTH VICKEY STREET,FLAGSTAFF,AZ,86004,COCONINO,22380,U,PH,4,2,07/01/2013,09/30/2013,54.93,,,285,,851,16,1472,,34,,285,16,,285,,851,16,1472,,34,,285,,,,,2257752,3600394,160615,3019245,1274614,1981046,3255660,,,,,,,783451,512343,,1771620,-469459,,175493,,2773448,1699163,54644,11637706,958262,949009,718305,,,9993724,777119,344221,1121340,13888512,895375,561835,,1572679,,309789,3358992,,7175000,,,7175000,10533992,3354520,3354520,13888512,,,,,,,,,1274614,1981046,3255660,2979573,276087,5858146,-5582059,6101599,519540,,519540,,,,,
